employee_id,employee_name,department,job_level,contract_type,age,years_experience,monthly_salary,performance_score
2640,Carlos Rodríguez,Marketing,Senior,Tiempo completo,25,29,1322.95,3.0
2641,Lucía Mendoza,TI,Senior,Contrato,49,34,1076.0,1.84
2642,Jorge Hernández,Operaciones,Senior,Contrato,37,25,1703.84,1.23
2643,Luis Rodríguez,Ventas,Semi-Senior,Tiempo completo,26,2,1611.8,1.48
2644,Pedro Hernández,Recursos Humanos,Junior,Contrato,42,30,963.07,3.7
2645,Ana López,Finanzas,Senior,Tiempo completo,54,17,953.02,1.37
2646,José Pérez,Marketing,Semi-Senior,Medio tiempo,41,3,400.0,1.95
2647,Carlos Vera,Recursos Humanos,Semi-Senior,Contrato,50,25,1327.72,1.61
2648,Jorge López,Marketing,Junior,Tiempo completo,55,32,1368.59,3.34
2649,José García,Operaciones,Senior,Tiempo completo,33,5,479.98,3.0
2650,Valentina Rodríguez,Recursos Humanos,Semi-Senior,Tiempo completo,22,8,963.49,2.52
2651,Paula García,TI,Senior,Medio tiempo,29,3,1396.66,4.4
2652,Fernando Mendoza,Recursos Humanos,Semi-Senior,Contrato,52,9,1663.62,4.4
2653,Diego Mendoza,Ventas,Senior,Medio tiempo,38,25,950.06,2.72
2654,Andrés Mendoza,Operaciones,Junior,Medio tiempo,22,6,1201.88,2.02
2655,José Castro,Marketing,Semi-Senior,Tiempo completo,39,32,875.74,1.2
2656,Jorge Rodríguez,Finanzas,Senior,Contrato,30,32,1833.64,3.44
2657,Camila Castro,Marketing,Semi-Senior,Contrato,55,6,1631.75,2.5
2658,Paula Gómez,Finanzas,Semi-Senior,Medio tiempo,23,15,1739.75,4.85
2659,Camila López,Operaciones,Senior,Medio tiempo,31,31,1885.38,3.53
2660,Lucía Gómez,Ventas,Senior,Medio tiempo,45,24,1370.46,2.37
2661,Valentina Vera,TI,Junior,Tiempo completo,49,9,687.17,3.16
2662,Pedro Martínez,Recursos Humanos,Junior,Tiempo completo,47,25,724.57,2.05
2663,Ana Castro,TI,Semi-Senior,Contrato,33,7,687.86,1.32
2664,Sofía García,Ventas,Semi-Senior,Medio tiempo,27,13,952.89,2.31
2665,Carlos Pérez,Operaciones,Semi-Senior,Contrato,23,26,1332.61,4.77
2666,Miguel Mendoza,Marketing,Senior,Medio tiempo,41,8,1213.58,2.51
2667,Diego Gómez,Ventas,Semi-Senior,Medio tiempo,38,29,1667.33,3.88
2668,Sofía Vera,Recursos Humanos,Semi-Senior,Contrato,57,9,1542.27,4.22
2669,Pedro Hernández,TI,Senior,Tiempo completo,55,23,1451.48,2.33
2670,Sofía Pérez,Ventas,Junior,Tiempo completo,39,18,983.7,3.89
2671,Fernando Martínez,Finanzas,Semi-Senior,Contrato,57,23,893.0,1.45
2672,Daniela López,Ventas,Semi-Senior,Contrato,31,21,1822.09,4.08
2673,Ana Mendoza,Ventas,Junior,Medio tiempo,41,6,600.09,3.51
2674,Ana Gómez,Ventas,Junior,Medio tiempo,47,4,883.17,2.02
2675,José Martínez,Recursos Humanos,Semi-Senior,Medio tiempo,42,23,1203.97,2.4
2676,Daniela Castro,Ventas,Semi-Senior,Tiempo completo,47,29,1182.08,1.0
2677,Diego Martínez,Marketing,Senior,Medio tiempo,54,14,746.59,3.74
2678,Valentina Pérez,Ventas,Junior,Contrato,58,13,1260.05,1.2
2679,Laura García,Ventas,Junior,Tiempo completo,31,28,716.99,3.55
2680,Carlos López,Marketing,Senior,Contrato,50,13,1644.41,1.2
2681,Ana Gómez,Ventas,Junior,Tiempo completo,30,21,1225.48,3.18
2682,Luis Martínez,Finanzas,Semi-Senior,Contrato,26,25,1559.54,3.09
2683,Laura Rodríguez,Recursos Humanos,Junior,Medio tiempo,43,20,1694.1,4.47
2684,Carlos Mendoza,TI,Semi-Senior,Contrato,36,26,2037.66,2.78
2685,Carlos Castro,Operaciones,Junior,Medio tiempo,58,28,1370.3,2.35
2686,Diego Rodríguez,TI,Semi-Senior,Medio tiempo,41,12,1169.83,4.96
2687,Laura Gómez,Operaciones,Junior,Contrato,38,7,1672.5,3.11
2688,Camila Martínez,Operaciones,Senior,Contrato,43,8,1004.59,4.89
2689,Jorge Vera,Marketing,Semi-Senior,Medio tiempo,25,34,974.39,1.67
2690,Sofía Gómez,Finanzas,Semi-Senior,Medio tiempo,44,19,1274.85,4.47
2691,María Martínez,Marketing,Senior,Tiempo completo,43,26,896.84,2.73
2692,Carlos García,Operaciones,Junior,Contrato,47,14,1093.31,2.27
2693,Natalia Castro,TI,Junior,Tiempo completo,22,3,792.24,4.54
2694,Lucía López,Ventas,Semi-Senior,Tiempo completo,35,13,1565.44,2.87
2695,Natalia Pérez,Ventas,Senior,Tiempo completo,20,30,646.25,4.33
2696,Luis Gómez,Marketing,Semi-Senior,Contrato,24,28,929.58,1.61
2697,Miguel Mendoza,Finanzas,Senior,Tiempo completo,58,17,1261.64,3.99
2698,Paula García,Recursos Humanos,Junior,Contrato,22,16,683.44,2.3
2699,Paula Rodríguez,Recursos Humanos,Junior,Contrato,56,33,1647.75,3.76
2700,Jorge Castro,Finanzas,Junior,Contrato,21,13,849.28,1.75
2701,Luis López,Operaciones,Junior,Medio tiempo,30,30,1417.43,1.95
2702,Juan Castro,Ventas,Junior,Contrato,40,20,1429.65,1.14
2703,Jorge Vera,Marketing,Junior,Contrato,55,26,1303.52,2.35
2704,Fernando López,Marketing,Junior,Contrato,59,10,1041.61,3.97
2705,Diego Pérez,Operaciones,Semi-Senior,Contrato,26,19,409.22,1.13
2706,Daniela Pérez,TI,Senior,Tiempo completo,23,30,400.0,2.49
2707,Camila Rodríguez,TI,Junior,Contrato,35,6,715.04,3.51
2708,Lucía Rodríguez,TI,Junior,Medio tiempo,32,19,1260.04,3.69
2709,Lucía Castro,Ventas,Semi-Senior,Tiempo completo,52,3,1199.12,3.8
2710,Sofía García,Ventas,Senior,Tiempo completo,41,27,1362.34,3.51
2711,María Gómez,Ventas,Senior,Contrato,29,3,1187.45,2.58
2712,Juan Hernández,Recursos Humanos,Junior,Medio tiempo,33,30,668.0,3.89
2713,Juan Mendoza,Marketing,Senior,Tiempo completo,50,12,648.69,2.06
2714,Juan Rodríguez,Recursos Humanos,Senior,Contrato,52,0,1165.82,4.63
2715,Carlos Castro,Ventas,Junior,Contrato,20,33,832.63,3.29
2716,Valentina Castro,Marketing,Senior,Contrato,28,22,1416.39,3.95
2717,Lucía Mendoza,TI,Semi-Senior,Contrato,35,34,917.84,4.09
2718,Diego García,TI,Semi-Senior,Medio tiempo,59,11,1202.02,4.51
2719,Carlos Pérez,Operaciones,Semi-Senior,Contrato,49,33,1410.67,2.78
2720,María López,Operaciones,Semi-Senior,Tiempo completo,38,31,584.66,3.98
2721,Lucía Vera,Ventas,Junior,Tiempo completo,28,28,2080.42,4.11
2722,Miguel Rodríguez,Finanzas,Junior,Medio tiempo,40,18,1158.72,2.13
2723,José Castro,Operaciones,Junior,Tiempo completo,38,8,1721.05,2.83
2724,Natalia Hernández,Marketing,Senior,Medio tiempo,45,1,1315.47,1.51
2725,Miguel Martínez,Ventas,Junior,Contrato,58,31,1258.21,2.73
2726,Paula Pérez,TI,Semi-Senior,Contrato,42,10,824.41,4.66
2727,Valentina Rodríguez,Operaciones,Semi-Senior,Tiempo completo,30,3,824.77,2.87
2728,Natalia Gómez,Operaciones,Senior,Tiempo completo,48,1,400.11,3.75
2729,Juan Hernández,Finanzas,Junior,Contrato,21,4,966.39,3.81
2730,Diego Martínez,TI,Junior,Contrato,22,24,1352.44,2.51
2731,María Mendoza,Operaciones,Junior,Tiempo completo,28,28,1123.46,4.37
2732,Luis López,TI,Junior,Medio tiempo,57,33,1309.58,2.17
2733,Jorge Pérez,Recursos Humanos,Senior,Medio tiempo,34,11,969.35,2.19
2734,María Castro,Finanzas,Senior,Contrato,48,29,1131.37,3.8
2735,Juan Castro,Ventas,Semi-Senior,Medio tiempo,29,27,764.62,1.51
2736,Andrés Castro,Marketing,Junior,Medio tiempo,21,34,1317.07,4.33
2737,Pedro Hernández,Recursos Humanos,Junior,Contrato,33,16,1539.6,4.16
2738,Lucía Pérez,Ventas,Semi-Senior,Tiempo completo,45,32,825.86,3.76
2739,Fernando Rodríguez,Marketing,Semi-Senior,Tiempo completo,38,31,1551.42,2.69
2740,Camila López,Finanzas,Semi-Senior,Contrato,27,1,1688.24,2.36
2741,Daniela Mendoza,Marketing,Junior,Medio tiempo,37,31,1452.1,2.11
2742,Laura Gómez,Ventas,Senior,Tiempo completo,40,1,1198.89,3.81
2743,Pedro García,Recursos Humanos,Senior,Contrato,20,13,1548.76,1.44
2744,Jorge Castro,Ventas,Semi-Senior,Medio tiempo,52,2,584.24,3.23
2745,Lucía Hernández,Finanzas,Semi-Senior,Tiempo completo,50,2,1248.59,4.89
2746,Laura Gómez,Operaciones,Junior,Tiempo completo,28,18,892.86,2.68
2747,Laura García,Operaciones,Junior,Tiempo completo,23,7,1006.98,1.57
2748,Andrés Vera,Marketing,Junior,Medio tiempo,43,20,1552.86,3.28
2749,Sofía Vera,TI,Semi-Senior,Medio tiempo,31,3,1429.77,4.43
2750,Andrés Hernández,Ventas,Junior,Contrato,35,6,1647.35,2.37
2751,Laura Castro,Ventas,Semi-Senior,Contrato,58,25,840.68,2.25
2752,Fernando Gómez,Finanzas,Junior,Contrato,40,23,857.93,4.66
2753,Jorge García,Marketing,Senior,Tiempo completo,36,26,1152.5,2.47
2754,Camila Hernández,Finanzas,Senior,Contrato,56,13,1374.84,4.13
2755,Carlos Castro,Marketing,Junior,Contrato,57,34,975.05,2.34
2756,Daniela López,Recursos Humanos,Junior,Contrato,50,0,1170.41,1.39
2757,Pedro Gómez,Ventas,Semi-Senior,Contrato,22,3,660.53,4.1
2758,Laura Hernández,Operaciones,Semi-Senior,Medio tiempo,50,24,886.73,1.43
2759,Miguel Mendoza,Marketing,Senior,Medio tiempo,27,10,904.51,3.36
2760,Laura García,Ventas,Junior,Tiempo completo,45,33,1609.83,1.01
2761,Luis Gómez,Operaciones,Senior,Tiempo completo,52,5,832.32,3.81
2762,Ana Vera,Ventas,Semi-Senior,Medio tiempo,41,20,1536.46,3.6
2763,Valentina Gómez,Operaciones,Junior,Tiempo completo,53,29,1460.84,1.91
2764,Jorge Pérez,Recursos Humanos,Senior,Medio tiempo,59,21,1633.55,1.96
2765,Lucía Gómez,Recursos Humanos,Semi-Senior,Medio tiempo,38,28,1360.38,3.71
2766,Pedro Gómez,Ventas,Senior,Contrato,55,21,918.22,1.58
2767,Miguel Castro,Finanzas,Semi-Senior,Medio tiempo,48,31,1627.05,2.34
2768,Camila Vera,Ventas,Junior,Contrato,52,2,1625.53,3.71
2769,Laura López,Marketing,Junior,Medio tiempo,35,14,868.88,1.28
2770,Daniela Rodríguez,Ventas,Senior,Tiempo completo,21,33,1309.56,4.01
2771,Luis Rodríguez,TI,Semi-Senior,Contrato,46,9,582.52,3.2
2772,Laura Pérez,Recursos Humanos,Junior,Contrato,33,7,591.93,4.1
2773,Diego Rodríguez,Ventas,Junior,Medio tiempo,31,34,1044.72,1.92
2774,Paula Rodríguez,Recursos Humanos,Senior,Contrato,34,11,1319.87,1.89
2775,Miguel Mendoza,TI,Senior,Contrato,58,28,741.98,3.48
2776,Fernando Martínez,Ventas,Semi-Senior,Tiempo completo,36,2,1313.21,2.81
2777,Carlos Hernández,Marketing,Junior,Contrato,23,24,872.35,3.35
2778,Miguel Castro,TI,Semi-Senior,Tiempo completo,42,6,990.23,1.5
2779,Ana Castro,Operaciones,Semi-Senior,Contrato,51,10,1149.36,4.09
2780,Fernando Pérez,Marketing,Senior,Contrato,49,4,1177.65,1.4
2781,Miguel Martínez,Ventas,Semi-Senior,Medio tiempo,47,10,1296.03,1.18
2782,Jorge Rodríguez,Finanzas,Senior,Contrato,58,21,1884.9,3.73
2783,Natalia Pérez,Finanzas,Junior,Medio tiempo,43,2,1090.72,2.31
2784,Andrés Mendoza,Recursos Humanos,Junior,Contrato,54,11,1257.46,4.26
2785,Luis García,Marketing,Semi-Senior,Tiempo completo,37,6,1417.16,3.97
2786,Camila Castro,Ventas,Senior,Contrato,22,7,1436.01,4.19
2787,Paula Gómez,Recursos Humanos,Semi-Senior,Medio tiempo,23,15,1466.7,2.55
2788,Luis Gómez,Finanzas,Senior,Contrato,56,6,545.35,1.56
2789,Paula Pérez,TI,Senior,Medio tiempo,39,8,970.33,3.51
2790,Lucía Mendoza,Operaciones,Semi-Senior,Tiempo completo,54,26,1043.92,2.71
2791,Paula Hernández,Recursos Humanos,Junior,Contrato,28,32,1185.98,1.06
2792,Jorge Martínez,Recursos Humanos,Semi-Senior,Contrato,54,33,1372.9,3.14
2793,Natalia Hernández,Recursos Humanos,Junior,Contrato,26,8,677.59,3.03
2794,Luis Castro,TI,Senior,Contrato,37,31,817.07,1.03
2795,José Vera,Marketing,Junior,Medio tiempo,42,10,927.55,2.62
2796,Ana Hernández,Operaciones,Senior,Medio tiempo,31,23,1010.95,3.29
2797,José Mendoza,Operaciones,Junior,Contrato,39,11,1538.67,3.48
2798,Miguel Martínez,TI,Senior,Tiempo completo,56,19,1352.43,1.53
2799,Fernando Martínez,Operaciones,Junior,Tiempo completo,54,18,1119.65,2.35
2800,Lucía García,TI,Senior,Medio tiempo,32,22,1568.57,4.08
2801,María Mendoza,Finanzas,Semi-Senior,Medio tiempo,51,16,510.23,3.55
2802,Daniela López,Ventas,Senior,Contrato,48,25,1358.53,3.57
2803,Laura Gómez,Operaciones,Junior,Contrato,36,0,996.2,2.24
2804,Daniela Mendoza,TI,Semi-Senior,Medio tiempo,39,16,1123.01,3.29
2805,Ana García,Marketing,Semi-Senior,Contrato,30,22,1198.32,1.52
2806,Lucía Pérez,Operaciones,Senior,Contrato,45,16,2084.64,4.66
2807,José Hernández,Recursos Humanos,Senior,Tiempo completo,55,15,1138.83,3.36
2808,Sofía Mendoza,TI,Semi-Senior,Contrato,34,10,716.16,3.72
2809,José García,Ventas,Junior,Tiempo completo,38,6,884.11,2.39
2810,Diego Martínez,Marketing,Senior,Tiempo completo,48,8,439.83,1.61
2811,Fernando Pérez,TI,Junior,Medio tiempo,33,1,1387.34,1.88
2812,Carlos Vera,Finanzas,Senior,Medio tiempo,39,15,1102.15,3.66
2813,José Hernández,Operaciones,Semi-Senior,Tiempo completo,34,30,811.81,4.66
2814,José Hernández,Ventas,Senior,Contrato,37,15,1357.95,1.45
2815,José Vera,Operaciones,Semi-Senior,Medio tiempo,22,1,1375.05,4.98
2816,Andrés García,Ventas,Junior,Contrato,49,24,1520.78,1.38
2817,Laura García,TI,Junior,Tiempo completo,51,25,1239.65,2.27
2818,Daniela Martínez,Marketing,Senior,Medio tiempo,41,30,1548.23,1.15
2819,Jorge Mendoza,Operaciones,Semi-Senior,Medio tiempo,47,18,853.12,2.33
2820,Jorge Castro,Ventas,Junior,Tiempo completo,28,24,1330.76,1.77
2821,Lucía López,Operaciones,Semi-Senior,Contrato,30,0,1095.46,4.87
2822,Andrés Hernández,Operaciones,Junior,Medio tiempo,49,18,2044.22,2.67
2823,Daniela García,Recursos Humanos,Junior,Medio tiempo,31,33,823.27,1.67
2824,Natalia Gómez,Ventas,Semi-Senior,Tiempo completo,57,11,700.34,2.62
2825,Laura Mendoza,Finanzas,Senior,Medio tiempo,45,26,1350.65,4.56
2826,Jorge López,Marketing,Semi-Senior,Contrato,49,0,1356.0,2.69
2827,Jorge Mendoza,TI,Junior,Tiempo completo,54,17,1029.39,1.87
2828,Sofía Pérez,Finanzas,Senior,Tiempo completo,59,0,1152.64,1.4
2829,Camila López,Finanzas,Senior,Contrato,20,24,1194.94,1.2
2830,Juan Gómez,Recursos Humanos,Junior,Contrato,24,19,1003.15,1.01
2831,Pedro Hernández,Marketing,Senior,Tiempo completo,57,30,1342.23,2.86
2832,Laura Vera,Ventas,Senior,Medio tiempo,59,7,556.26,4.33
2833,Andrés Gómez,TI,Senior,Contrato,47,14,400.0,3.14
2834,Andrés López,TI,Junior,Medio tiempo,46,21,1878.06,1.04
2835,Juan García,Operaciones,Senior,Medio tiempo,49,11,1454.68,3.72
2836,Carlos López,Ventas,Junior,Contrato,35,17,1879.45,2.36
2837,Laura Mendoza,Marketing,Senior,Contrato,43,8,1302.36,3.68
2838,Luis Pérez,Finanzas,Junior,Contrato,20,17,1873.39,1.17
2839,Ana Hernández,Finanzas,Junior,Contrato,49,0,1695.78,2.47
2840,Valentina Mendoza,Finanzas,Junior,Medio tiempo,40,10,1128.91,3.57
2841,Jorge Pérez,TI,Junior,Tiempo completo,38,17,1213.81,1.19
2842,Jorge García,Ventas,Senior,Contrato,42,13,563.14,4.14
2843,Laura Martínez,Marketing,Senior,Medio tiempo,20,34,1279.97,4.51
2844,Natalia Rodríguez,Finanzas,Senior,Tiempo completo,50,2,1245.73,1.05
2845,Andrés López,TI,Junior,Tiempo completo,37,22,1521.42,1.63
2846,Laura López,Operaciones,Senior,Medio tiempo,40,31,1572.47,2.27
2847,Camila Castro,Ventas,Junior,Tiempo completo,41,34,1604.45,1.37
2848,Juan López,Operaciones,Junior,Tiempo completo,57,16,774.5,4.13
2849,Lucía García,Ventas,Junior,Tiempo completo,57,6,855.09,1.38
2850,Fernando López,TI,Junior,Tiempo completo,28,3,1314.67,2.9
2851,Sofía Martínez,Recursos Humanos,Junior,Medio tiempo,56,26,1530.15,1.83
2852,Miguel Hernández,Recursos Humanos,Junior,Contrato,43,2,698.36,2.12
2853,Daniela Hernández,Finanzas,Semi-Senior,Contrato,57,3,776.23,3.6
2854,Carlos Vera,Operaciones,Senior,Contrato,47,10,646.74,4.2
2855,Jorge Pérez,TI,Senior,Tiempo completo,40,11,1106.01,3.27
2856,Paula López,Ventas,Semi-Senior,Contrato,41,25,1507.04,3.76
2857,María Rodríguez,TI,Semi-Senior,Tiempo completo,38,31,1056.15,4.52
2858,Lucía López,Operaciones,Senior,Tiempo completo,46,34,1287.42,1.47
2859,Camila López,TI,Senior,Tiempo completo,20,31,1015.13,4.71
2860,Paula Pérez,Marketing,Junior,Contrato,49,19,1768.27,1.31
2861,Daniela Gómez,Recursos Humanos,Senior,Medio tiempo,29,10,1564.92,4.0
2862,Fernando Mendoza,Ventas,Semi-Senior,Medio tiempo,50,24,1202.77,2.02
2863,Pedro Gómez,Recursos Humanos,Senior,Medio tiempo,53,24,1883.47,1.54
2864,Jorge Castro,Recursos Humanos,Senior,Tiempo completo,30,17,839.93,3.31
2865,Pedro Castro,Finanzas,Senior,Contrato,21,31,1407.61,4.28
2866,Camila Rodríguez,Operaciones,Semi-Senior,Tiempo completo,32,16,1712.58,3.61
2867,Juan Rodríguez,Operaciones,Junior,Tiempo completo,51,2,1792.37,2.42
2868,Natalia Martínez,Marketing,Junior,Medio tiempo,55,22,619.13,2.12
2869,Diego Castro,Ventas,Junior,Tiempo completo,22,23,592.51,4.69
2870,Valentina García,Recursos Humanos,Senior,Tiempo completo,50,7,838.85,3.17
2871,María Castro,TI,Senior,Tiempo completo,31,29,1727.64,1.17
2872,Jorge Martínez,Finanzas,Semi-Senior,Tiempo completo,28,28,1031.1,3.65
2873,Carlos López,Marketing,Junior,Medio tiempo,59,25,1412.85,3.81
2874,Sofía Rodríguez,Recursos Humanos,Junior,Medio tiempo,38,10,2135.09,1.79
2875,Natalia García,Marketing,Junior,Contrato,48,7,1654.87,4.72
2876,Andrés Gómez,TI,Senior,Medio tiempo,28,6,928.76,5.0
2877,Ana Mendoza,Operaciones,Senior,Tiempo completo,54,11,894.73,2.51
2878,Fernando García,Ventas,Senior,Medio tiempo,40,13,400.0,2.11
2879,Daniela Vera,TI,Senior,Medio tiempo,41,25,1449.47,3.77
2880,María Hernández,Ventas,Senior,Contrato,20,34,900.32,3.14
2881,Natalia Hernández,TI,Senior,Tiempo completo,39,2,1083.24,4.18
2882,Paula Vera,Marketing,Semi-Senior,Contrato,50,34,1323.09,2.41
2883,Daniela Pérez,Ventas,Semi-Senior,Tiempo completo,32,11,1457.95,4.59
2884,Sofía Mendoza,Recursos Humanos,Junior,Tiempo completo,40,22,887.34,2.41
2885,Jorge Vera,Finanzas,Semi-Senior,Tiempo completo,54,17,642.98,1.09
2886,Fernando Vera,Marketing,Senior,Medio tiempo,25,29,1031.11,3.29
2887,Laura Vera,TI,Semi-Senior,Contrato,57,26,538.7,4.19
2888,Daniela Rodríguez,Finanzas,Senior,Medio tiempo,35,11,695.24,2.48
2889,Camila Vera,Finanzas,Semi-Senior,Contrato,27,22,1068.6,2.22
2890,Valentina Rodríguez,Finanzas,Senior,Contrato,31,9,1181.95,2.39
2891,Fernando Castro,Operaciones,Semi-Senior,Contrato,35,24,806.01,1.87
2892,Jorge Pérez,Ventas,Semi-Senior,Tiempo completo,49,6,885.12,2.73
2893,María Pérez,Operaciones,Senior,Tiempo completo,21,16,400.0,2.2
2894,Jorge García,Marketing,Junior,Medio tiempo,48,32,1183.85,3.61
2895,María Hernández,TI,Semi-Senior,Tiempo completo,41,25,1292.34,4.71
2896,Fernando Martínez,TI,Semi-Senior,Medio tiempo,38,15,1321.69,2.19
2897,Andrés García,Operaciones,Junior,Tiempo completo,31,33,1357.2,2.76
2898,Sofía Hernández,Finanzas,Semi-Senior,Contrato,56,8,1414.77,2.21
2899,Daniela Hernández,Finanzas,Semi-Senior,Tiempo completo,23,7,2099.95,2.37
2900,Diego García,Ventas,Semi-Senior,Contrato,30,7,776.63,3.24
2901,Paula Hernández,Finanzas,Semi-Senior,Contrato,21,27,1175.98,3.74
2902,Daniela Pérez,Finanzas,Semi-Senior,Contrato,47,34,1170.02,1.48
2903,Miguel Rodríguez,Recursos Humanos,Semi-Senior,Contrato,22,19,1636.35,2.39
2904,Laura Rodríguez,Marketing,Senior,Tiempo completo,25,9,591.21,1.72
2905,Pedro Castro,Recursos Humanos,Junior,Tiempo completo,55,12,1108.92,2.08
2906,Miguel Gómez,Ventas,Junior,Contrato,51,34,937.52,3.51
2907,Miguel Hernández,TI,Semi-Senior,Tiempo completo,58,17,1303.45,4.48
2908,Daniela Pérez,Operaciones,Junior,Tiempo completo,31,34,1322.63,1.63
2909,Camila Mendoza,Finanzas,Junior,Medio tiempo,55,26,1559.74,4.71
2910,Pedro Martínez,TI,Semi-Senior,Contrato,22,33,2131.15,3.62
2911,Juan Rodríguez,Ventas,Semi-Senior,Contrato,52,26,1509.09,1.09
2912,José Gómez,Operaciones,Junior,Medio tiempo,24,25,2033.42,3.8
2913,José Hernández,Operaciones,Junior,Tiempo completo,59,20,646.99,4.65
2914,Andrés García,Recursos Humanos,Semi-Senior,Tiempo completo,21,10,1646.62,2.52
2915,Carlos Vera,TI,Senior,Tiempo completo,28,13,1077.85,2.63
2916,José Mendoza,Finanzas,Semi-Senior,Medio tiempo,23,9,1113.22,1.53
2917,Daniela Pérez,TI,Senior,Contrato,56,6,1681.47,4.65
2918,Laura Martínez,Operaciones,Senior,Contrato,38,8,1375.69,3.59
2919,José López,Ventas,Semi-Senior,Tiempo completo,53,33,1216.6,3.58
2920,Jorge Mendoza,Ventas,Senior,Tiempo completo,46,10,1730.9,1.55
2921,José López,Marketing,Semi-Senior,Medio tiempo,55,2,1427.6,2.65
2922,Ana Mendoza,Operaciones,Junior,Medio tiempo,27,33,1136.15,3.2
2923,Miguel Castro,Operaciones,Senior,Contrato,33,16,1311.35,3.81
2924,Daniela Vera,Finanzas,Junior,Tiempo completo,56,29,1893.21,4.01
2925,Laura Vera,TI,Semi-Senior,Tiempo completo,31,28,1538.53,3.85
2926,Paula Martínez,Ventas,Semi-Senior,Tiempo completo,51,16,1707.88,4.06
2927,Carlos López,Recursos Humanos,Semi-Senior,Medio tiempo,51,17,931.97,2.44
2928,Diego Martínez,Operaciones,Semi-Senior,Contrato,52,12,1199.25,2.13
2929,Lucía Hernández,Ventas,Senior,Tiempo completo,24,27,927.09,2.11
2930,Luis García,TI,Semi-Senior,Medio tiempo,55,25,567.03,4.01
2931,Daniela Pérez,Ventas,Semi-Senior,Contrato,25,28,400.0,1.23
2932,Ana López,TI,Senior,Contrato,43,25,1644.38,3.36
2933,Ana Vera,Recursos Humanos,Semi-Senior,Medio tiempo,25,4,805.06,4.81
2934,Jorge Martínez,Ventas,Senior,Tiempo completo,37,29,962.49,3.36
2935,Ana Gómez,Finanzas,Senior,Medio tiempo,46,4,1043.54,4.01
2936,María López,TI,Senior,Medio tiempo,59,4,1434.35,4.45
2937,Miguel López,Ventas,Junior,Medio tiempo,46,11,866.14,1.94
2938,Diego Pérez,Operaciones,Semi-Senior,Contrato,54,19,1315.31,4.31
2939,Diego Hernández,Finanzas,Senior,Medio tiempo,35,3,400.0,1.34
2940,Miguel Martínez,Marketing,Semi-Senior,Medio tiempo,30,20,1203.71,2.4
2941,Miguel García,Marketing,Senior,Medio tiempo,41,12,1684.34,4.44
2942,Laura Rodríguez,Operaciones,Junior,Tiempo completo,56,26,1116.2,1.16
2943,Pedro Vera,TI,Semi-Senior,Medio tiempo,40,21,400.0,1.45
2944,Andrés Martínez,Operaciones,Junior,Medio tiempo,55,17,1872.9,4.14
2945,Valentina López,Marketing,Junior,Medio tiempo,31,11,1015.65,1.22
2946,Valentina García,Finanzas,Semi-Senior,Tiempo completo,24,27,1594.45,1.66
2947,Andrés Martínez,TI,Semi-Senior,Tiempo completo,44,23,848.74,4.18
2948,Daniela Vera,Recursos Humanos,Junior,Medio tiempo,37,31,1739.26,4.87
2949,José Vera,TI,Semi-Senior,Medio tiempo,25,32,484.96,3.06
2950,José Hernández,TI,Semi-Senior,Tiempo completo,43,9,1003.0,1.02
2951,Pedro Martínez,TI,Semi-Senior,Medio tiempo,49,2,648.03,3.62
2952,Pedro López,Marketing,Senior,Tiempo completo,20,8,1232.82,3.54
2953,Fernando Vera,Recursos Humanos,Semi-Senior,Tiempo completo,52,32,1264.76,4.92
2954,Laura Gómez,Recursos Humanos,Semi-Senior,Medio tiempo,37,32,1491.28,1.52
2955,Sofía Vera,Operaciones,Junior,Medio tiempo,31,28,689.02,1.18
2956,Diego Gómez,Ventas,Senior,Medio tiempo,31,2,400.0,3.33
2957,Luis Rodríguez,Finanzas,Semi-Senior,Medio tiempo,40,28,721.0,2.07
2958,Ana Rodríguez,TI,Junior,Tiempo completo,33,31,1019.09,3.76
2959,Miguel Pérez,Finanzas,Junior,Medio tiempo,34,2,1716.86,1.6
2960,Paula Vera,Recursos Humanos,Junior,Tiempo completo,41,20,816.58,4.88
2961,Carlos Rodríguez,Finanzas,Semi-Senior,Contrato,48,33,783.03,3.18
2962,Daniela Vera,Recursos Humanos,Semi-Senior,Medio tiempo,38,22,1402.49,3.71
2963,Lucía Martínez,Recursos Humanos,Senior,Contrato,22,9,1864.32,3.94
2964,Juan Martínez,Operaciones,Semi-Senior,Contrato,54,26,1369.52,2.31
2965,Juan López,Operaciones,Semi-Senior,Tiempo completo,28,23,1707.75,2.11
2966,Natalia Mendoza,Finanzas,Semi-Senior,Tiempo completo,25,6,1480.39,1.1
2967,Laura Martínez,Recursos Humanos,Senior,Contrato,33,20,812.46,4.44
2968,Natalia Hernández,Ventas,Semi-Senior,Contrato,38,20,1139.92,2.31
2969,Valentina Rodríguez,Finanzas,Semi-Senior,Medio tiempo,31,8,1278.18,3.69
2970,Natalia Gómez,Finanzas,Junior,Medio tiempo,40,2,1281.56,3.01
2971,Fernando Hernández,Recursos Humanos,Semi-Senior,Medio tiempo,23,21,2337.96,1.63
2972,Luis Castro,Finanzas,Semi-Senior,Tiempo completo,26,3,1159.27,3.24
2973,José Hernández,Marketing,Semi-Senior,Medio tiempo,44,1,1459.49,4.04
2974,Luis Pérez,TI,Junior,Tiempo completo,58,14,400.0,2.6
2975,Laura Mendoza,Operaciones,Semi-Senior,Tiempo completo,53,31,1575.81,4.58
